date,category,exercise,exercise_id,measure,record,feel,notes
2025-04-12,More!,neck flexion,,10lbs,"15,12,12,15",,
2025-04-12,Arms,bayesian cable curls,bayesian-cable-curls,40lbs,"10,7,7,6,7",,
2025-04-12,Back,barbell row,barbell-row,"100,3x88","10,3x12",,
2025-04-12,Legs,nordic curls,nordic-curls,10lbs,3x15,,
2025-04-12,Arms,endless rope,endless-rope,,2x2min,,
2025-04-12,Back,cable lat row (narrow),,105lbs,4x12,,
2025-04-12,Arms,farmers carry (trap bar),,110lbs,3x30s,,
2025-04-12,Back,ghd back extension,ghd-back-extension,"20,2x15",3x20,,
2025-04-12,Back,pullups,pullups,,"4,4,2,4,4,3",,
2025-04-13,Arms,wrist db OH up,,17.5lbs,2x10,,
2025-04-13,Chest,db press (flat),,100lbs,4x6,,
2025-04-13,Legs,tibialis raises,tibialis-raises,20lbs,2x15,,
2025-04-13,Shoulders,ext. rotation,,10lbs,2x15,,
2025-04-13,Abs,kb around the world,kb-around-the-world,35lbs,2x90s,,
2025-04-13,More!,cross circle jumps,cross-circle-jumps,,3x5,,
2025-04-13,Arms,wrist db UH up,,25lbs,2x20,,
2025-04-13,Chest,sm incline press,sm-incline-press,"60,3x70","10,3x8",,
2025-04-13,Legs,elevated reverse lunges,,75lbs,4x10,,
2025-04-13,Shoulders,db shoulder press,db-shoulder-press,70lbs,"7,3x8",,
2025-04-13,Abs,slam ball,,20lbs,4x15,,
2025-04-13,More!,box drop+jump,,box,2x10,,
2025-04-13,Arms,skullcrushers,skullcrushers,52lbs,4x12,,
2025-04-13,Legs,standing calf raise,,45lbs,3x20,,
2025-04-13,Shoulders,db lateral raise,db-lateral-raise,35lbs,4x10,,
2025-04-13,More!,sled,,540lbs,6,,
2025-04-13,Legs,sm lengthened partials,sm-lengthened-partials,"70,3x90","10,8,3x10",,
2025-04-13,Shoulders,cable front raise,cable-front-raise,20lbs,"2x10,2x8",,
2025-04-13,Legs,sissy squats,,,"7,6,8",,
2025-04-13,Shoulders,super rom reverse cable fly,,20lbs,"12,3x11",,
2025-04-15,Arms,reverse curls,reverse-curls,"2x52, 3x42","12,10,3x12",,
2025-04-15,Back,deadlift,deadlift,200lbs,"8,8,6,5",,
2025-04-15,Shoulders,super rom reverse cable fly,,20lbs,4x12,,
2025-04-15,Abs,cable crunches,cable-crunches,80lbs,4x8,,
2025-04-15,Arms,incline db curls,,20lbs,"10,10,8,8",,
2025-04-15,Back,shrugs,,115lbs,4x10,,
2025-04-15,Shoulders,db lateral raise,db-lateral-raise,35lbs,"12,8,10",,
2025-04-15,Back,face pulls,face-pulls,65lbs,"8,10,9,10",,
2025-04-15,Back,close grip chin ups,,100lbs,"12,12,9,10",,
2025-04-16,Arms,wrist db OH up,,17.5lbs,2x10,,
2025-04-16,Back,pullups,pullups,,"4,3,4,4",,
2025-04-16,Legs,tibialis raises,tibialis-raises,20lbs,"20,17",,
2025-04-16,Shoulders,ext. rotation,,5lbs,2x10,,
2025-04-16,Abs,cybex leg raises,,15lbs,4x8,,
2025-04-16,Arms,wrist db UH up,,"20,25","25,20",,
2025-04-16,Legs,abductors machine,abductors-machine,"2x145,155,165","2x12,12,10",,
2025-04-16,Shoulders,db lateral raise,db-lateral-raise,35lbs,3x12,,
2025-04-16,Legs,box squats,,145lbs,4x10,,
2025-04-16,Legs,sl box squats,,,"10,12,15",,
2025-04-16,Legs,seated calf raise,,90lbs,3x25,,
2025-04-16,Legs,glute drive,,210lbs,"3x10,12",,
2025-04-16,Legs,seated hamstring curl,seated-hamstring-curl,110lbs,"10,8,10,10",,
2025-04-17,Arms,cable overhead tri extension,,35lbs,"10,9,9,8",,
2025-04-17,Chest,bench,,"2x105,110,115","2x8,7,5",,
2025-04-17,Shoulders,db rear delt fly,db-rear-delt-fly,50lbs,4x10,,
2025-04-17,Abs,woodchoppers,woodchoppers,42.5lbs,3x10,,
2025-04-17,Arms,skullcrushers,skullcrushers,57lbs,"9,10,9,10",,
2025-04-17,Chest,low to high cable fly,,60lbs,"10,11,10,10",,
2025-04-17,Shoulders,super rom reverse cable fly,,26lbs,4x12,,
2025-04-17,Arms,endless rope,endless-rope,,3x2min,,
2025-04-17,Chest,high to low chest flys,,70lbs,4x11,,
2025-04-17,Chest,machine chest press,machine-chest-press,"90,120,2x110","10,5,7,6",,
2025-04-17,Chest,sm incline press,sm-incline-press,70lbs,"8,8,7,7,6",,
2025-04-17,Chest,pushups,,,"10,9,10,9",,
2025-04-18,Legs,leg extension - R,,"100,110,120","8,2x12,5",,
2025-04-18,Abs,kb around the world,kb-around-the-world,40lbs,4x1min,,
2025-04-18,More!,ext. rotation,,5lbs,2x15,,
2025-04-18,Legs,leg extension - L,,"55,60,70,90","2x12,15,10",,
2025-04-18,More!,wrist db OH up,,17.5lbs,"2x10,8",,
2025-04-18,Legs,adductor machine,,140lbs,4x10,,
2025-04-18,More!,wrist db UH up,,25lbs,"25,12",,
2025-04-18,Legs,back squat,back-squat,"2x115,2x135","2x8,2x5",,
2025-04-18,More!,tibialis raises,tibialis-raises,20lbs,2x20,,
2025-04-18,Legs,lying leg press - R,,"90,3x80",4x10,,
2025-04-18,More!,sled,,360lbs,"6,2x4",,
2025-04-18,Legs,lying leg press - L,,"2x70,2x80",4x10,,
2025-04-18,Legs,standing calf raise,,45lbs,"20,22,20",,
2025-04-18,Legs,split squats (quads),,70lbs,3x10,,
2025-04-19,Back,pullups,pullups,,"5,4,5,4,3",,
2025-04-19,Legs,sissy squats,,,"5,7,8",,
2025-04-19,Abs,farmers carry,,90lbs,3x2,,
2025-04-19,More!,run,,,pyramid 1/2/4/2/1,,
2025-04-20,Arms,reverse curls,reverse-curls,47lbs,4x12,,
2025-04-20,Back,single arm pulldown,single-arm-pulldown,27.5lbs,3x15,,
2025-04-20,Chest,db press (flat),,100lbs,"8,8,7,7",,
2025-04-20,Legs,good morning,good-morning,110lbs,4x8,,
2025-04-20,Shoulders,db shoulder press,db-shoulder-press,70lbs,"8,8,7,6",,
2025-04-20,Abs,kb around the world,kb-around-the-world,45lbs,4x45s,,
2025-04-20,Arms,skullcrushers,skullcrushers,57lbs,4x12,,
2025-04-20,Back,lat pulldown (wide),,"2x120,2x100","2x6,2x10",,
2025-04-20,Chest,sm incline press,sm-incline-press,70lbs,"9,8,8,8",,
2025-04-20,Legs,elevated reverse lunges,,75lbs,4x12,,
2025-04-20,Shoulders,db lateral raise,db-lateral-raise,40lbs,4x8,,
2025-04-20,Arms,bayesian cable curls,bayesian-cable-curls,40lbs,5x12,,
2025-04-20,Back,cross body lat pullaround,,42.5lbs,4x12,,
2025-04-20,Chest,decline knuckle pushups,decline-knuckle-pushups,bench,"15,12,10,13",,
2025-04-20,Legs,standing calf raise,,45lbs,"25,22,20",,
2025-04-20,Shoulders,meadows row,meadows-row,90lbs,4x10,,
2025-04-20,Arms,endless rope,endless-rope,,2x2:30,,
2025-04-20,Back,barbell row,barbell-row,"2x100, 2x88","10,8,2x12",,
2025-04-20,Legs,nordic curls,nordic-curls,15lbs,3x12,,
2025-04-20,Back,ghd back extension,ghd-back-extension,15lbs,"2x20,22",,
2025-04-20,Legs,sm lengthened partials,sm-lengthened-partials,90lbs,5x10,,
2025-04-20,Legs,sissy squats,,,3x10,,
2025-04-21,More!,run,,,3 miles easy,,
2025-04-22,Arms,reverse curls,reverse-curls,47lbs,4x12,,
2025-04-22,Back,deadlift,deadlift,"200,3x210","8,6,5,4",,
2025-04-22,Shoulders,super rom reverse cable fly,,30lbs,3x10,,
2025-04-22,Abs,cable crunches,cable-crunches,80lbs,"2x10,2x8",,
2025-04-22,More!,run,,,3x5t1e,,
2025-04-22,Arms,incline db curls,,20lbs,4x8,,
2025-04-22,Back,shrugs,,110lbs,4x12,,
2025-04-22,Back,face pulls,face-pulls,65lbs,4x10,,
2025-04-22,Back,single arm cable row,single-arm-cable-row,"3x42.5,2x50",5x10,,
2025-04-22,Back,chest supported row,chest-supported-row,50lbs,4x8,,
2025-04-22,Back,single arm pulldown,single-arm-pulldown,50lbs,"2x10,2x8",,
2025-04-22,Back,narrow neutral pulldown,,100lbs,"2x10,2x8",,
2025-04-23,Back,pullups,pullups,,"5,4,3,4",,
2025-04-23,Legs,box squats,,"145,4x155","10,4x8",,
2025-04-23,Shoulders,db lateral raise,db-lateral-raise,40lbs,"2x10,2x8",,
2025-04-23,Abs,cybex leg raises,,15lbs,4x10,,
2025-04-23,More!,ext. rotation,,5lbs,2x15,,
2025-04-23,Legs,sl box squats,,,"10,2x15",,
2025-04-23,More!,wrist db OH up,,17.5lbs,3x10,,
2025-04-23,Legs,abductors machine,abductors-machine,165lbs,4x10,,
2025-04-23,More!,wrist db UH up,,25lbs,2x25,,
2025-04-23,Legs,seated hamstring curl,seated-hamstring-curl,110lbs,4x12,,
2025-04-23,More!,tibialis raises,tibialis-raises,20lbs,"20,17",,
2025-04-23,Legs,glute drive,,230lbs,"3x8,10",,
2025-04-23,Legs,seated calf raise,,100lbs,"21,2x20",,
2025-04-24,Arms,cable overhead tri extension,,35lbs,"12,11,8,8",,
2025-04-24,Chest,bench,,115lbs,"6,4,3,3",,
2025-04-24,Shoulders,db rear delt fly,db-rear-delt-fly,50lbs,4x12,,
2025-04-24,Abs,woodchoppers,woodchoppers,42.5lbs,3x12,,
2025-04-24,More!,lm curtsy lunge w/ knee drive,lm-curtsy-lunge-w-knee-drive,10lbs,3x10,,
2025-04-24,Arms,skullcrushers,skullcrushers,62lbs,4x10,,
2025-04-24,Chest,low to high cable fly,,30lbs,4x12,,
2025-04-24,Shoulders,super rom reverse cable fly,,30lbs,"2x12,2x10",,
2025-04-24,More!,lm split clean & jerk,lm-split-clean-jerk,,3x10,,
2025-04-24,Arms,endless rope,endless-rope,,3x2min,,
2025-04-24,Chest,sm incline press,sm-incline-press,80lbs,"7,6,6,7",,
2025-04-24,Chest,machine chest press,machine-chest-press,110lbs,4x8,,
2025-04-24,Chest,deficit pushups,deficit-pushups,,"12,10,11",,
2025-04-25,Legs,back squat,back-squat,135lbs,"2x6,2x5",,"session 1 - left leg felt fresher than right, especially by the time I got to split squats!"
2025-04-25,Shoulders,db lateral raise,db-lateral-raise,40lbs,"8,10,12",,"session 1 - left leg felt fresher than right, especially by the time I got to split squats!"
2025-04-25,Abs,kb around the world,kb-around-the-world,45lbs,3x1min,,"session 1 - left leg felt fresher than right, especially by the time I got to split squats!"
2025-04-25,More!,stairclimber,stairclimber,60lbs,3min,,"session 1 - left leg felt fresher than right, especially by the time I got to split squats!"
2025-04-25,Legs,adductor machine,,140lbs,4x12,,"session 2 - after conditioning, went to front squats - knee is WAY to achey. but it felt GREAT for session 1"
2025-04-25,Abs,sled,,,3x1,,"session 2 - after conditioning, went to front squats - knee is WAY to achey. but it felt GREAT for session 1"
2025-04-25,Legs,lying uni leg press,lying-uni-leg-press,80lbs,"10,3x12",,
2025-04-25,Abs,run,,,5x2h1e,,
2025-04-25,Legs,uni leg extension,uni-leg-extension,"L-70lbs,R-100lbs","L-2x10,15,R-3x10",,
2025-04-25,Legs,lm hack squat,,25kg,4x12,,
2025-04-25,Legs,standing calf raise,,45lbs,3x25,,
2025-04-25,Legs,split squats (quads) - L,,70lbs,3x12,,
2025-04-25,Legs,sissy squats,,,5,,
2025-04-26,Arms,reverse curls,reverse-curls,47lbs,4x12,,farmers carry weight was WAY too easy
2025-04-26,Back,lat prayer,,35lbs,3x10,,farmers carry weight was WAY too easy
2025-04-26,Legs,stiff legged deadlift,stiff-legged-deadlift,120lbs,"8,2x10,12",,farmers carry weight was WAY too easy
2025-04-26,Shoulders,meadows row,meadows-row,90lbs,4x12,,farmers carry weight was WAY too easy
2025-04-26,Abs,cable crunches,cable-crunches,80lbs,"2x11,9,8",,farmers carry weight was WAY too easy
2025-04-26,More!,ext. rotation,,5lbs,3x15,,farmers carry weight was WAY too easy
2025-04-26,Arms,preacher curls,preacher-curls,20lbs,"8,9,8,8",,
2025-04-26,Back,cross body lat pullaround,,50lbs,4x8,,
2025-04-26,Legs,good morning,good-morning,110lbs,4x12,,
2025-04-26,Abs,farmers carry,,50lbs,3xturf,,
2025-04-26,More!,turf speed/cutting,,,"skips, box, M",,
2025-04-26,Arms,bayesian cable curls,bayesian-cable-curls,"46,4x40","6,9,8,7,8",,
2025-04-26,Back,barbell row,barbell-row,"88,3x93","12,3x10",,
2025-04-26,Legs,nordic curls,nordic-curls,15lbs,"11,10,11",,
2025-04-26,Arms,endless rope,endless-rope,,3x2min,,
2025-04-26,Back,kneeling single arm pulldown,,50lbs,4x9,,
2025-04-26,Back,narrow cable lat row,,110lbs,"2x9,2x8",,
2025-04-26,Back,chest supported row,chest-supported-row,50lbs,"2x10,2x8",,
2025-04-26,Back,ghd back extension,ghd-back-extension,15lbs,3x25,,
2025-04-26,Back,pullups,pullups,,4x4,,
2025-04-27,Arms,skullcrushers,skullcrushers,62lbs,"2x12,11,10",,
2025-04-27,Back,various pullups,,,total 15,,
2025-04-27,Chest,flat db press,,100lbs,"3x8,7",,
2025-04-27,Legs,standing calf raise,,50lbs,3x22,,
2025-04-27,Shoulders,db shoulder press,db-shoulder-press,70lbs,4x8,,
2025-04-27,More!,ext. rotation,,7.5lbs,2x15,,
2025-04-27,Chest,sm incline press,sm-incline-press,70lbs,"3x8,7",,
2025-04-27,Shoulders,db lateral raise,db-lateral-raise,40lbs,"12,10,2x8",,
2025-04-27,More!,wrist db OH up,,17.5lbs,2x12,,
2025-04-27,Chest,decline knuckle pushups,decline-knuckle-pushups,bench,"15,2x10",,
2025-04-27,Shoulders,cable front raise,cable-front-raise,20lbs,4x10,,
2025-04-27,More!,wrist db UH up,,"L-25lbs,R-30lbs",2x12,,
2025-04-27,Shoulders,super rom reverse cable fly,,30lbs,4x12,,
2025-04-27,More!,tibialis raises,tibialis-raises,20lbs,"R-25,22,L-22,15",,
2025-04-27,More!,cossack squats,cossack-squats,,2x15,,plyos felt great! cossack squats are awesome to warm up the knee!!
2025-04-27,More!,deficit sprinter start skips,deficit-sprinter-start-skips,gray platform,3x10,,I feel athletic today :)
2025-04-27,More!,box jumps,box-jumps,bench,3x10,,
2025-04-28,Legs,elevated reverse lunges,,85lbs,4x8,,
2025-04-28,Abs,kb around the world,kb-around-the-world,45lbs,3x1min,,
2025-04-28,More!,quick hops,quick-hops,bench,3x10,,
2025-04-28,Legs,front squats,,"95,4x105","10,4x8",,
2025-04-28,Abs,mb split rotational slam,mb-split-rotational-slam,15lbs,2x13,,
2025-04-28,More!,stairs conditioning,,10lbs,"4,3,3",,
2025-04-28,More!,stationary bike,,5,45mins,,
2025-04-29,Arms,db reverse curls,,20lbs,"10,12",,2nd half is half volume because body isn't totally here today... Also it's getting late. might be better to get to sleep early for recovery.
2025-04-29,Back,deadlift,deadlift,210lbs,"5,3,3,2",,2nd half is half volume because body isn't totally here today... Also it's getting late. might be better to get to sleep early for recovery.
2025-04-29,Shoulders,super rom reverse cable fly,,30lbs,4x12,,2nd half is half volume because body isn't totally here today... Also it's getting late. might be better to get to sleep early for recovery.
2025-04-29,Abs,cable crunches,cable-crunches,80lbs,"10,9",,2nd half is half volume because body isn't totally here today... Also it's getting late. might be better to get to sleep early for recovery.
2025-04-29,Arms,incline db curls,,20lbs,2x8,,
2025-04-29,Back,shrugs,,110lbs,"2x12,10,11",,
2025-04-29,Shoulders,db lateral raise,db-lateral-raise,40lbs,2x10,,
2025-04-29,Arms,tricep kickback,tricep-kickback,15lbs,"2x12,8",,
2025-04-29,Back,face pulls,face-pulls,65lbs,4x10,,
2025-04-29,Back,single arm cable row,single-arm-cable-row,55lbs,4x8,,
2025-04-29,Back,chest supported row,chest-supported-row,50lbs,"7,8",,
2025-04-29,Back,kneeling single arm pulldown,,50lbs,4x8,,
2025-04-29,Back,free neutral pulldown,,100lbs,4x10,,
2025-04-30,Back,pullups,pullups,,"5,6,4,5",,
2025-04-30,Legs,box squats,,155lbs,"2x10,2x12",,
2025-04-30,Shoulders,db lateral raise,db-lateral-raise,40lbs,2x10,,
2025-04-30,Abs,cybex leg raises,,15lbs,"2x12,10,12",,
2025-04-30,More!,ext. rotation,,7.5lbs,2x15,,
2025-04-30,Legs,glute drive,,230lbs,"10,2x11,12",,
2025-04-30,More!,wrist db OH up,,17.5lbs,2x15,,
2025-04-30,Legs,abductors machine,abductors-machine,165lbs,4x12,,
2025-04-30,More!,wrist db UH up,,25lbs,"20,25",,
2025-04-30,Legs,seated hamstring curl,seated-hamstring-curl,120lbs,4x8,,
2025-04-30,More!,tibialis raises,tibialis-raises,20lbs,"20,13",,
2025-04-30,Legs,lm hack squat,,30kg,4x10,,
2025-05-01,Arms,cable overhead tri extension,,30lbs,"2x9,2x8",,
2025-05-01,Chest,bench,,115lbs,"6,5,3,5",,
2025-05-01,Shoulders,db rear delt fly,db-rear-delt-fly,60lbs,4x8,,
2025-05-01,Abs,woodchoppers,woodchoppers,30lbs,3x15,,
2025-05-01,More!,lm curtsy lunge w/ knee drive,lm-curtsy-lunge-w-knee-drive,20lbs,3x12,,
2025-05-01,Arms,triceps pushdown,,30lbs,4x10,,
2025-05-01,Chest,sm incline press,sm-incline-press,70lbs,"3x10,9",,
2025-05-01,Shoulders,super rom reverse cable fly,,30lbs,"10,9,10,8",,
2025-05-01,More!,lm split clean & jerk,lm-split-clean-jerk,,3x10,,
2025-05-01,Chest,low to high cable fly,,"40,3x30","7,3x10",,
2025-05-01,More!,endless rope,endless-rope,,2x2min,,
2025-05-01,Chest,machine chest press,machine-chest-press,110lbs,"2x10,8,9",,
2025-05-01,Chest,deficit pushups,deficit-pushups,,"12,10,8",,
2025-05-02,Legs,adductor machine,,150lbs,"8,10,9,10",,"""stagnating"" numbers are deceiving - form and depth are MUCH better than before"
2025-05-02,Shoulders,db lateral raise,db-lateral-raise,40lbs,"10,2x12",,"""stagnating"" numbers are deceiving - form and depth are MUCH better than before"
2025-05-02,Abs,kb around the world,kb-around-the-world,45lbs,2x2min,,"""stagnating"" numbers are deceiving - form and depth are MUCH better than before"
2025-05-02,More!,pacer test,,turf,34,,"""stagnating"" numbers are deceiving - form and depth are MUCH better than before"
2025-05-02,Legs,back squat,back-squat,135lbs,"3x5,4",,
2025-05-02,More!,stairclimber,stairclimber,60lbs,2x2min,,
2025-05-02,Legs,lying uni leg press,lying-uni-leg-press,70lbs,4x10,,
2025-05-02,More!,sled push/pull,,L1,3x2,,
2025-05-02,Legs,lm hack squat,,"30kg,3x35kg","12,8,2x10",,
2025-05-02,Legs,standing calf raise,,50lbs,"2x22,20",,
2025-05-02,Legs,split squats (quads),,80lbs,3x8,,
2025-05-02,Legs,uni leg extension,uni-leg-extension,"4x80,2x60","4x10,2x15",,
2025-05-02,Legs,walking lunges,walking-lunges,"14,2x20",3x1,,
2025-05-02,Legs,sm lengthened partials,sm-lengthened-partials,70lbs,10x10,,
2025-03-03,Arms,reverse curls,reverse-curls,"2x57,2x52,47","4x8,10",,this was a great progression day. finally feeling bent over rows towards the end
2025-03-03,Back,lat prayer,,35lbs,"15,13,10",,this was a great progression day. finally feeling bent over rows towards the end
2025-03-03,Legs,front squats,,115lbs,"3x5,4",,this was a great progression day. finally feeling bent over rows towards the end
2025-03-03,Abs,cable crunches,cable-crunches,80lbs,"12,10,8,9",,this was a great progression day. finally feeling bent over rows towards the end
2025-03-03,More!,ext. rotation,,7.5lbs,"15,12",,this was a great progression day. finally feeling bent over rows towards the end
2025-03-03,Arms,preacher curls,preacher-curls,20lbs,"2x12,8,9",,
2025-03-03,Back,cross body lat pullaround,,50lbs,4x10,,
2025-03-03,Legs,stiff legged deadlift,stiff-legged-deadlift,132lbs,4x10,,
2025-03-03,Abs,endless rope,endless-rope,,3x2min,,
2025-03-03,More!,turf skips & hops,,,"hk, bk, a, b dist, height",,
2025-03-03,Arms,bayesian cable curls,bayesian-cable-curls,40lbs,"11,2x7,6,9",,
2025-03-03,Back,barbell row,barbell-row,95lbs,4x10,,
2025-03-03,Legs,good morning,good-morning,120lbs,4x10,,
2025-03-03,Abs,farmers carry,,70lbs,3xturf,,
2025-03-03,Back,kneeling single arm pulldown,,50lbs,4x10,,
2025-03-03,Legs,nordic curls,nordic-curls,15lbs,"15,2x10",,
2025-03-03,Back,narrow cable lat row,,110lbs,4x10,,
2025-03-03,Back,meadows row,meadows-row,100lbs,4x8,,
2025-03-03,Back,chest supported row,chest-supported-row,50lbs,"3x10,9",,
2025-03-03,Back,ghd back extension,ghd-back-extension,20lbs,3x20,,
2025-03-03,Back,pullups,pullups,,"5,4,4x3",,
2025-03-04,Arms,cable overhead tri extension,,30lbs,"3x8,7",,shoulder & chest press reps (among others) may have gone down but form is MUCH stricter
2025-03-04,Back,neutral pullups,,,3x5,,shoulder & chest press reps (among others) may have gone down but form is MUCH stricter
2025-03-04,Chest,flat db press,,"4x100,2x80","2x5,2x4,10,9",,shoulder & chest press reps (among others) may have gone down but form is MUCH stricter
2025-03-04,Legs,standing calf raise,,50lbs,2x25,,shoulder & chest press reps (among others) may have gone down but form is MUCH stricter
2025-03-04,Shoulders,db shoulder press,db-shoulder-press,70lbs,"2x8,2x6",,shoulder & chest press reps (among others) may have gone down but form is MUCH stricter
2025-03-04,More!,deficit sprinter start skips,deficit-sprinter-start-skips,gray platform,3x12,,shoulder & chest press reps (among others) may have gone down but form is MUCH stricter
2025-03-04,Arms,triceps pushdown,,30lbs,4x8,,
2025-03-04,Chest,sm incline press,sm-incline-press,"2x70,2x60,2x50","8,7,8,10,12,10",,
2025-03-04,Shoulders,db lateral raise,db-lateral-raise,40lbs,"12,2x10,8",,
2025-03-04,More!,box jump-drop-jump,box-jump-drop-jump,bench,3x10,,
2025-03-04,Chest,decline knuckle pushups,decline-knuckle-pushups,,"12,10,8",,
2025-03-04,Shoulders,cable front raise,cable-front-raise,20lbs,"10,12,10,12",,
2025-03-04,More!,single leg wall ball,,6lbs,3x15,,
2025-03-04,Shoulders,super rom reverse cable fly,,40lbs,4x8,,
2025-03-04,More!,wrist db OH up,,17.5lbs,2x10,,
2025-03-04,More!,turf skips & hops,,,"hk, bk, a, b dist, height",,
2025-05-05,Arms,preacher curls,preacher-curls,20lbs,3x15,,
2025-05-05,Back,shrugs,,110lbs,4x12,,
2025-05-05,Legs,elevated reverse lunges - L,,65lbs,"5,6,7",,
2025-05-05,Shoulders,cable lateral raise,cable-lateral-raise,5lbs,"12,8",,
2025-05-05,Abs,cable crunches,cable-crunches,80lbs,"10,8",,
2025-05-05,More!,quick hops,quick-hops,,,,
2025-05-05,Arms,endless rope,endless-rope,,2x2min,,
2025-05-05,Legs,front squats,,115lbs,3x5,,
2025-05-05,Shoulders,db shoulder press,db-shoulder-press,"3x70,60,50","6,2x8,7,10",,
2025-05-05,More!,speed skater + sl box jump,,15cm,3x10,,
2025-05-05,Legs,split squats (quads) - L,,70lbs,"8,10,12",,
2025-05-05,More!,mb split rotational slam,mb-split-rotational-slam,15lbs,3x15,,
2025-05-05,More!,power clean & jerk,power-clean-jerk,65lbs,"3,4x4",,
2025-05-05,More!,sled push/pull,,L1,6x2,,
2025-05-06,Arms,incline db curls,,20lbs,"9,7,2x6",,
2025-05-06,Back,deadlift,deadlift,210lbs,"2x5,3,5",,
2025-05-06,Shoulders,super rom reverse cable fly,,40lbs,"6,8,5",,
2025-05-06,Arms,tricep kickback,tricep-kickback,17.5lbs,"10,2x8",,
2025-05-06,Back,face pulls,face-pulls,65lbs,4x12,,
2025-05-06,Back,single arm cable row,single-arm-cable-row,55lbs,4x10,,
2025-05-06,Back,chest supported row,chest-supported-row,50lbs,4x8,,
2025-05-06,Back,kneeling single arm pulldown,,50lbs,"10,3x8",,
2025-05-06,Back,neutral pullups,,,"4,3x3",,
2025-05-06,Back,wide pullups,,,2x3,,
2025-05-07,Back,pullups,pullups,,"2x4,3,4,3,4",,
2025-05-07,Legs,box squats,,"2x155,2x165","2x12,10,12",,
2025-05-07,Shoulders,db lateral raise,db-lateral-raise,40lbs,4x10,,
2025-05-07,Abs,cybex leg raises,,20lbs,4x8,,
2025-05-07,Legs,glute drive,,240lbs,"8,9,10,12",,
2025-05-07,Legs,abductors machine,abductors-machine,175lbs,4x10,,
2025-05-07,Legs,seated hamstring curl,seated-hamstring-curl,"4x100,2x90","4x10,13,11",,
2025-05-07,Legs,uni hamstring bridges,uni-hamstring-bridges,10lbs,3x15,,
2025-05-08,Arms,cable overhead tri extension,,30lbs,"10,2x9,7",,
2025-05-08,Chest,bench,,115lbs,"2x4,5,4",,
2025-05-08,Shoulders,db rear delt fly,db-rear-delt-fly,50lbs,4x10,,
2025-05-08,Abs,woodchoppers,woodchoppers,"30,2x35","15,2x10",,
2025-05-08,More!,lm split clean & jerk,lm-split-clean-jerk,,3x10,,
2025-05-08,Arms,triceps pushdown,,30lbs,4x10,,
2025-05-08,Chest,sm incline press,sm-incline-press,70lbs,"2x10,2x8",,
2025-05-08,Shoulders,super rom reverse cable fly,,30lbs,4x12,,
2025-05-08,More!,lm curtsy lunge w/ knee drive,lm-curtsy-lunge-w-knee-drive,20lbs,3x10,,
2025-05-08,Arms,endless rope,endless-rope,,3x30s,,
2025-05-08,Chest,machine chest press,machine-chest-press,110lbs,"2x7,8,6",,
2025-05-08,Chest,low to high cable fly,,34lbs,4x10,,
2025-05-08,Chest,deficit pushups,deficit-pushups,,"11,9,8",,
2025-05-09,Legs,adductor machine,,150lbs,4x12,,tbh first time getting full depth on uni leg press and split squats WOOP
2025-05-09,Shoulders,db lateral raise,db-lateral-raise,"3x40,2x30","15,2x12,20,15",,tbh first time getting full depth on uni leg press and split squats WOOP
2025-05-09,Abs,plank drags,,,2x15,,tbh first time getting full depth on uni leg press and split squats WOOP
2025-05-09,Legs,back squat,back-squat,145lbs,4x3,,
2025-05-09,Abs,plank pulls,,20lbs,"10,15",,
2025-05-09,Legs,front squats,,95lbs,4x8,,
2025-05-09,Legs,lying uni leg press,lying-uni-leg-press,50lbs,4x12,,
2025-05-09,Legs,split squats (quads),,30lbs,3x10,,
2025-05-09,Legs,walking lunges,walking-lunges,20lbs,2x1,,
2025-05-09,Legs,sissy squats,,,"8,6,5",,
2025-05-10,Arms,cable overhead tri extension,,30lbs,"10,11,9,8",,
2025-05-10,Chest,flat db press,,"4x100,2x80","4x5,10,12",,
2025-05-10,Shoulders,db shoulder press,db-shoulder-press,70lbs,"6,7,6,6",,
2025-05-10,Arms,tricep kickback,tricep-kickback,15lbs,"10,3x8",,
2025-05-10,Chest,bb incline bench,,"4x75,2x65","8,7,6,7,2x11",,
2025-05-10,Shoulders,cable front raise,cable-front-raise,20lbs,4x10,,
2025-05-10,Chest,decline knuckle pushups,decline-knuckle-pushups,,"9,6,9",,
2025-05-10,Shoulders,db lateral raise,db-lateral-raise,"2x40,2x30","2x10,2x15",,
2025-05-11,Arms,reverse curls,reverse-curls,52lbs,"3x8,10",,
2025-05-11,Back,lat pullaround,lat-pullaround,50lbs,4x12,,
2025-05-11,More!,ext. rotation,,7.5lbs,2x15,,
2025-05-11,Arms,preacher curls,preacher-curls,22.5lbs,4x8,,
2025-05-11,Back,barbell row,barbell-row,95lbs,4x12,,
2025-05-11,Arms,bayesian cable curls,bayesian-cable-curls,"40,4x34","8,2x12,2x8",,
2025-05-11,Back,kneeling single arm pulldown,,50lbs,4x8,,
2025-05-11,Back,narrow cable lat row,,110lbs,4x10,,
2025-05-11,Back,meadows row,meadows-row,100lbs,4x10,,
2025-05-11,Back,chest supported row,chest-supported-row,50lbs,"10,9,2x8",,
2025-05-12,Arms,tricep rope pushdown,tricep-rope-pushdown,30lbs,4x12,,
2025-05-12,Chest,bench,,115lbs,4x5,,
2025-05-12,Shoulders,db shoulder press,db-shoulder-press,"2x70,2x60,2x50","4,5,7,8,2x12",,
