date,category,exercise,exercise_id,measure,record,feel,notes
2025-05-09,Anaerobic Lactic Capacity + Circuits,run,,,7x 1h1e,,
2025-05-12,Plyo (-agility),ins and outs,,,3x half turf,,
2025-05-12,Power (upper),lm split clean & jerk,lm-split-clean-jerk,,2x5,,
2025-05-12,Plyo (-agility),sl drop squat,,,2x10,,
2025-05-12,Power (upper),mb split rotational slam,mb-split-rotational-slam,18lbs,2x5,,
2025-05-12,Plyo (-agility),drop squat bounds,drop-squat-bounds,,10,,
2025-05-12,Plyo (-agility),sl broad jumps,sl-broad-jumps,,10,,
2025-05-12,Plyo (-agility),sl hops + lateral bounds,sl-hops-lateral-bounds,,5,,
2025-05-12,Plyo (-agility),tuck jump + lateral hops + bound,tuck-jump-lateral-hops-bound,,6,,
2025-05-13,Core,fowler in Faris throw,,4lbs,4x10,,
2025-05-13,Plyo (-agility),rfe lateral hops,rfe-lateral-hops,,3x15,,
2025-05-13,Power (upper),endless rope,endless-rope,,3x30s,,
2025-05-13,Sprints,hurdle to sprint,,,3,,
2025-05-13,Core,pallof hold + sideways walk,pallof-hold-sideways-walk,15lbs,2,,
2025-05-13,Plyo (-agility),depth jumps,,,3x10,,
2025-05-13,Sprints,pushup to sprint,,,3,,
2025-05-13,Plyo (-agility),ickey shuffle bounding,,,4,,
2025-05-14,Anaerobic Lactic Capacity + Circuits,emom: 5 burpees + 5 air squats + 5 situps,,,5mins,,
2025-05-14,Plyo (-agility),sl box jumps,,6in,3x10,,
2025-05-14,Power (lower),db jump squats,,30lbs,5x5,,
2025-05-14,Anaerobic Lactic Capacity + Circuits,stairclimber,stairclimber,bw-75spm,2x3mins,,
2025-05-14,Plyo (-agility),speed skater + sl box jump,,6in,3x10,,
2025-05-14,Power (lower),sled resisted sprint,sled-resisted-sprint,L1,2x4,,
2025-05-14,Plyo (-agility),triple broads,triple-broads,,3x5,,
2025-05-15,Anaerobic Lactic Capacity + Circuits,run,,,10x 2laps,,
2025-05-15,Core,leg raises,leg-raises,"15,3x12.5",4x10,,
2025-05-15,Plyo (-agility),sprinter start skips,,,3x10,,
2025-05-15,Core,plank pulls & drags,,20lbs,4x10,,
2025-05-15,Plyo (-agility),death drop split box jumps,death-drop-split-box-jumps,6in,3x10,,
2025-05-15,Core,serratus anterior pulls,serratus-anterior-pulls,,4x10,,
2025-05-15,Core,kb rotational lift half kneeling,kb-rotational-lift-half-kneeling,,4x15,,
2025-05-16,Plyo (-agility),lateral forward & back,lateral-forward-back,,2 each,,
2025-05-16,Power (upper),lm explosive row + catch,lm-explosive-row-catch,65lbs,3x5,,
2025-05-16,Sprints,drop sprints,drop-sprints,,2 each,,
2025-05-16,Plyo (-agility),sl lateral skater,sl-lateral-skater,,4 each,,
2025-05-16,Power (upper),power clean & jerk,power-clean-jerk,85lbs,2x4,,
2025-05-16,Sprints,curved sprints,curved-sprints,,2 each,,
2025-05-16,Plyo (-agility),180deg squat jumps,,,3x5,,
2025-05-16,Plyo (-agility),tuck jump + agile laterals,tuck-jump-agile-laterals,,4,,
2025-05-16,Plyo (-agility),bent knee bounds,bent-knee-bounds,,4,,
2025-05-17,Plyo (-agility),lateral punch & push,lateral-punch-push,,3 each,,
2025-05-17,Power (lower),sl bulgarian hops,sl-bulgarian-hops,,3x5,,
2025-05-17,Plyo (-agility),tuck jump + rapid line jumps,,,3x5,,
2025-05-17,Power (lower),split jumps w/ knee punch,,,3x5,,
2025-05-17,Plyo (-agility),lateral power shuffle,,,3x5,,
2025-05-19,Plyo (-agility),rfe lateral hops,rfe-lateral-hops,,3x15,,
2025-05-19,Power (lower),lm split clean & jerk,lm-split-clean-jerk,,3x5,,
2025-05-19,Power (upper),lm split clean & jerk,lm-split-clean-jerk,,3x5,,
2025-05-19,Plyo (-agility),sl lateral hops,,,"2x5,3",,
2025-05-19,Power (lower),lm curtsy lunge w/ sl jump,lm-curtsy-lunge-w-sl-jump,10lbs,3x5,,
2025-05-19,Plyo (-agility),sl tuck jumps,,,2x5,,
2025-05-19,Plyo (-agility),sl lateral hop + sl tuck jump,,,2x5,,
2025-05-19,Plyo (-agility),tuck jump + lateral hops + bound,tuck-jump-lateral-hops-bound,,2 laps each,,
2025-05-20,Core,fowler into Faris throw,fowler-into-faris-throw,8lbs,3x10,,
2025-05-20,Plyo (-agility),drop squat bounds,drop-squat-bounds,,3x10,,
2025-05-20,Power (upper),endless rope,endless-rope,,3x30s,,
2025-05-20,Sprints,standard sprints,,,3,,
2025-05-20,Core,pallof hold + sideways walk,pallof-hold-sideways-walk,15lbs,3,,
2025-05-20,Plyo (-agility),depth jumps,,,3x5,,
2025-05-20,Sprints,hurdle sprints,,,3,,
2025-05-20,Plyo (-agility),ickey shuffle bounds,,,3,,
2025-05-20,Plyo (-agility),skater + sl box jump,skater-sl-box-jump,6in,2x10,,
2025-05-21,Anaerobic Lactic Capacity + Circuits,fire academy pft w/o 1mile run,,,done,,
2025-05-21,Plyo (-agility),depth drop,,24in?,2x10,,
2025-05-21,Power (lower),db jump squats,,"2x30,3x25",5x5,,
2025-05-21,Plyo (-agility),triple broads,triple-broads,,3 laps,,
2025-05-21,Power (lower),sled resisted sprint,sled-resisted-sprint,L1,3x4,,
2025-05-22,Anaerobic Lactic Capacity + Circuits,run,,,3x 400s,,
2025-05-22,Core,leg raises,leg-raises,12.5lbs,4x10,,
2025-05-22,Core,plank pulls & drags,,20lbs,2x10,,
2025-05-22,Core,kb rotational lift half kneeling,kb-rotational-lift-half-kneeling,20lbs,2x12,,
2025-05-22,Core,serratus anterior pulls,serratus-anterior-pulls,,2x12,,
2025-05-23,Plyo (-agility),lateral forward & back,lateral-forward-back,,2 each,,
2025-05-23,Power (upper),mb wall throw,,14lbs,3x5,,
2025-05-23,Sprints,curved sprints,curved-sprints,,2 each,,
2025-05-23,Plyo (-agility),bent knee bounds,bent-knee-bounds,,4,,
2025-05-23,Power (upper),mb up throw,,14lbs,3x5,,
2025-05-23,Power (upper),mb back throw,,14lbs,3 laps,,
2025-05-23,Power (upper),mb forward throw,,14lbs,3 laps,,
2025-05-23,Power (upper),lm explosive row + catch,lm-explosive-row-catch,70lbs,3x5,,
2025-05-23,Power (lower),power clean & jerk,power-clean-jerk,85lbs,"3,2x4",,
2025-05-24,Power (lower),sl bulgarian hops,sl-bulgarian-hops,,3x5,,
2025-05-24,Power (lower),split jumps w/ knee punch,,,3x5,,
2025-05-25,Anaerobic Lactic Capacity + Circuits,tabata,,,rower,,
2025-05-25,Zone 2,throwing football,,,1hr,,
2025-05-26,Anaerobic Lactic Capacity + Circuits,tabata,,,high kness,,
2025-05-26,Plyo (-agility),box quick feet,box-quick-feet,6in,2x10,,
2025-05-26,Power (upper),mb wall throw,,14lbs,3x5,,
2025-05-26,Plyo (-agility),sl lateral hop + sl tuck jump,,,2x5,,
2025-05-26,Power (upper),mb up throw,,14lbs,3x5,,
2025-05-26,Plyo (-agility),tuck jump + lateral hops + bound,tuck-jump-lateral-hops-bound,,1 lap,,
2025-05-26,Power (upper),mb back throw,,14lbs,3 laps,,
2025-05-26,Power (upper),mb forward throw,,14lbs,3 laps,,
2025-05-26,Power (upper),lm split clean & jerk (left only),,"0,2x5",3x5,,
2025-05-27,Core,fowler into Faris throw,fowler-into-faris-throw,8lbs,3x12,,
2025-05-27,Sprints,regular sprints,,,2,,
2025-05-27,Core,pallof hold + sideways walk,pallof-hold-sideways-walk,15lbs,3,,
2025-05-27,Sprints,hurdle sprints,,,2,,
2025-05-28,Anaerobic Lactic Capacity + Circuits,40:20 strides,,,8 repeats,,
2025-05-28,Power (lower),db jump squats,,2/17.5lbs,5x5,,
2025-05-28,Power (lower),sled resisted sprint,sled-resisted-sprint,L1,3x3,,
2025-05-29,Anaerobic Lactic Capacity + Circuits,run,,,8x 3laps,,
2025-05-29,Core,reverse crunches,reverse-crunches,,"8,2x10",,
2025-05-29,Power (upper),endless rope,endless-rope,,3x30s,,
2025-05-29,Anaerobic Lactic Capacity + Circuits,40:20 strides,,,4 repeats,,
2025-05-29,Core,kb rotational lift half kneeling,kb-rotational-lift-half-kneeling,15lbs,2x15,,
2025-05-30,Sprints,curved sprints,curved-sprints,,2,,
2025-05-30,Sprints,drop sprints,drop-sprints,,2,,
2025-05-31,Anaerobic Lactic Capacity + Circuits,fire academy pft,,,21:38mins,,
2025-05-31,Power (lower),split jumps w/ knee punch,,,2x5,,
2025-06-01,Power (lower),sl bulgarian hops,sl-bulgarian-hops,,2x5,,
2025-06-01,Zone 2,mtb,,1k vert,10 miles,,
2025-06-02,Plyo (-agility),rfe lateral hops,rfe-lateral-hops,,2x10,,
2025-06-02,Power (lower),power clean & jerk,power-clean-jerk,85lbs,3x4,,
2025-06-02,Plyo (-agility),drop squat bounds,drop-squat-bounds,,2x10,,
2025-06-02,Power (upper),drop pushups,drop-pushups,,3x7,,
2025-06-02,Plyo (-agility),ickey shuffle bounding,,,3xlap,,
2025-06-02,Plyo (-agility),dl tuck jumps,,,3x5,,
2025-06-02,Plyo (-agility),tuck jump + lateral hops + bound,tuck-jump-lateral-hops-bound,,3xlap,,
2025-06-03,Anaerobic Lactic Capacity + Circuits,tabata,,,rower,,
2025-06-03,Core,kb rotational lift half kneeling,kb-rotational-lift-half-kneeling,20lbs,2x15,,
2025-06-03,Plyo (-agility),high knee/cycle/step over progression,,,2,,
2025-06-03,Power (upper),mb wall throw,,16lbs,3x5,,
2025-06-03,Sprints,regular sprints,,,2,,
2025-06-03,Core,reverse crunches,reverse-crunches,,"2x11,10",,
2025-06-03,Power (upper),mb up throw,,16lbs,3x5,,
2025-06-03,Sprints,hurdle sprints,,,2,,
2025-06-03,Power (upper),mb back throw,,16lbs,3 laps,,
2025-06-03,Power (upper),mb forward throw,,16lbs,3 laps,,
2025-06-03,Power (lower),tb overcoming iso hold,,,5x5s,,
2025-06-03,Power (lower),sprinter iso hold,sprinter-iso-hold,,5x5s,,
2025-06-04,Anaerobic Lactic Capacity + Circuits,40:20 strides,,,10 repeats,,
2025-06-04,Power (lower),box squat,box-squat,200lbs,3x5,,
2025-06-04,Power (lower),db jump squats,,2/17.5lbs,3x5,,
2025-06-04,Power (lower),sled resisted sprint,sled-resisted-sprint,L1,3x2,,
2025-06-05,Anaerobic Lactic Capacity + Circuits,40:20 strides,,,4 repeats,,
2025-06-05,Core,fowler into Faris throw,fowler-into-faris-throw,8lbs,3x15,,
2025-06-05,Core,pallof hold + sideways walk,pallof-hold-sideways-walk,15lbs,3,,
2025-06-06,Sprints,curved sprints,curved-sprints,,2,,
2025-06-06,Sprints,drop sprints,drop-sprints,,2,,
2025-06-07,Anaerobic Lactic Capacity + Circuits,fire academy pft,,,20:39mins,,
2025-06-07,Power (lower),sl bulgarian hops,sl-bulgarian-hops,,2x5,,
2025-06-08,Power (lower),split jumps w/ knee punch,,,2x5,,
2025-06-08,Zone 2,hike,hike,,2:15hrs,,
2025-06-09,Anaerobic Lactic Capacity + Circuits,40:20 strides,,,4 repeats,,
2025-06-09,Core,kb rotational lift half kneeling,kb-rotational-lift-half-kneeling,25lbs,2x10,,
2025-06-09,Plyo (-agility),ickey shuffle bounding,,,3 laps,,
2025-06-09,Power (upper),mb back throw,,16lbs,3 laps,,
2025-06-09,Core,reverse crunches,reverse-crunches,,"15,2x12",,
2025-06-09,Plyo (-agility),dl tuck jumps,,,2x5,,
2025-06-09,Power (upper),mb forward throw,,16lbs,3 laps,,
2025-06-09,Plyo (-agility),triple broads,triple-broads,,3 laps,,
2025-06-09,Power (upper),mb wall throw,,16lbs,3x5,,
2025-06-09,Plyo (-agility),depth drop + split jump,,12in,3x10,,
2025-06-09,Power (upper),mb up throw,,16lbs,3x5,,
2025-06-09,Plyo (-agility),tuck jump + lateral hops + bound,tuck-jump-lateral-hops-bound,,3 laps,,
2025-06-09,Power (upper),endless rope,endless-rope,,3x30s,,
2025-06-09,Power (lower),tb overcoming iso hold,,,5x5s,,
2025-06-09,Power (lower),sprinter iso hold,sprinter-iso-hold,,5x5s,,
2025-06-10,Anaerobic Lactic Capacity + Circuits,tabata,,,burpees,,clean & jerk green because first time proper hip touch form
2025-06-10,Power (lower),power clean & jerk,power-clean-jerk,65lbs,3x5,,clean & jerk green because first time proper hip touch form
2025-06-10,Sprints,regular sprints,,,2 straights,,clean & jerk green because first time proper hip touch form
2025-06-10,Power (upper),drop-explode pushups,,,3x5,,
2025-06-10,Sprints,hurdle sprints,,,2 straights,,
2025-06-11,Anaerobic Lactic Capacity + Circuits,mtb,,1k vert,8 miles,,
2025-06-11,Power (lower),box squat,box-squat,215lbs,3x5,,
2025-06-11,Power (lower),db jump squats,,2/17.5lbs,3x5,,
2025-06-11,Power (lower),sled resisted sprint,sled-resisted-sprint,L1,3x2,,
2025-06-12,Core,star plank,star-plank,,2x25,,
2025-06-12,Plyo (-agility),ickey shuffle,,,2 laps,,
2025-06-12,Core,rdl+press+rotation,,10lbs,2x10,,
2025-06-12,Plyo (-agility),crossovers,,,2 laps,,
2025-06-12,Core,serratus anterior pulls,serratus-anterior-pulls,,2x12,,
2025-06-12,Core,fowler into Faris throw,fowler-into-faris-throw,10lbs,3x12,,
2025-06-12,Core,pallof hold,pallof-hold,"2x20,25","15s,20s,15s",,
2025-06-13,Sprints,curved sprints,curved-sprints,,1,,still feeling evening bike ride 2 days ago and/or getting sick (contamination)
2025-06-13,Sprints,drop sprints,drop-sprints,,1,,
2025-06-14,Anaerobic Lactic Capacity + Circuits,fire academy pft,,,19:06,,
2025-06-14,Power (lower),sl bulgarian hops,sl-bulgarian-hops,,2x5,,
2025-06-14,Power (lower),split jumps w/ knee punch,,,2x5,,
2025-06-16,Anaerobic Lactic Capacity + Circuits,fire academy pft,,,20:30,,
2025-06-16,Core,kb rotational lift half kneeling,kb-rotational-lift-half-kneeling,25lbs,2x12,,
2025-06-16,Plyo (-agility),ickey shuffle bounds,,,3 laps,,
2025-06-16,Power (upper),endless rope,endless-rope,,3x30s,,
2025-06-16,Core,reverse crunches,reverse-crunches,,3x15,,
2025-06-16,Plyo (-agility),dl tuck jumps,,,2x5,,
2025-06-16,Power (lower),sprinter iso hold,sprinter-iso-hold,,3x10s,,
2025-06-16,Plyo (-agility),triple broads,triple-broads,,3 laps,,
2025-06-16,Power (lower),tb overcoming iso hold,,,3x10s,,
2025-06-16,Plyo (-agility),depth drop + split jump,,12in,2x10,,
2025-06-16,Plyo (-agility),tuck jump + lateral hops + bound,tuck-jump-lateral-hops-bound,,2 laps,,
2025-06-17,Power (upper),drop-explode pushups,,,3x7,,
2025-06-17,Sprints,regular sprints,,,2 straights,,
2025-06-18,Anaerobic Lactic Capacity + Circuits,40:20 strides,,,4 repeats,,
2025-06-18,Plyo (-agility),in and out shuffles,in-and-out-shuffles,,2 laps,,
2025-06-18,Plyo (-agility),ickey shuffle bounds,,,2 laps,,
2025-06-18,Plyo (-agility),triple broads,triple-broads,,3 laps,,
2025-06-18,Plyo (-agility),tuck jump + lateral hops + bound,tuck-jump-lateral-hops-bound,,2 laps,,
2025-06-19,Anaerobic Lactic Capacity + Circuits,run,,,12x 2laps,,
2025-06-19,Core,fowler into Faris throw,fowler-into-faris-throw,10lbs,2x15,,
2025-06-19,Core,serratus anterior pulls,serratus-anterior-pulls,,2x15,,
2025-06-20,Anaerobic Lactic Capacity + Circuits,cmc hill sprints,,,4,,
2025-06-20,Power (lower),sl bulgarian hops,sl-bulgarian-hops,,2x5,,
2025-06-20,Sprints,regular sprints,,,2 straights,,
2025-06-20,Power (lower),lm curtsy lunge jumps,,55lbs,2x5,,
2025-06-20,Sprints,curved sprints,curved-sprints,,2 curves,,
2025-06-20,Power (lower),box squat,box-squat,"2x225,3x235",5x5,,
2025-06-21,Plyo (-agility),ickey shuffle to crossover,ickey-shuffle-to-crossover,,3 laps,,
2025-06-21,Power (lower),sprinter iso hold,sprinter-iso-hold,,5x10s,,
2025-06-21,Power (lower),tb overcoming iso hold,,,3x10s,,
2025-06-21,Power (lower),sled resisted sprint,sled-resisted-sprint,"L1,4xL2","2x2,3x1",,
2025-06-24,Core,kb rotational lift half kneeling,kb-rotational-lift-half-kneeling,25lbs,2x15,,
2025-06-24,Power (upper),mb back throw,,20lbs,3 laps,,
2025-06-24,Core,reverse crunches,reverse-crunches,,2x15,,
2025-06-24,Power (upper),mb forward throw,,20lbs,3 laps,,
2025-06-24,Core,pallof hold,pallof-hold,25lbs,2x15s,,
2025-06-24,Power (upper),mb wall throw,,20lbs,3x5,,
2025-06-24,Power (upper),mb up throw,,20lbs,3x5,,
2025-06-25,Plyo (-agility),in and out shuffles,in-and-out-shuffles,,2 laps,,
2025-06-25,Plyo (-agility),ickey shuffle bounds,,,2 laps,,
2025-06-25,Plyo (-agility),triple broads,triple-broads,,3 laps,,
2025-06-25,Plyo (-agility),tuck jump + lateral hops + bound,tuck-jump-lateral-hops-bound,,2 laps,,
2025-06-27,Power (lower),trx curtsy lunge jumps,,,2x5,,
2025-06-27,Power (lower),sl bulgarian hops,sl-bulgarian-hops,,2x5,,
2025-06-27,Power (lower),box squat,box-squat,"2x225,2x245","3x5,2",,
2025-06-28,Anaerobic Lactic Capacity + Circuits,tabata,,,mountain climbers,,
2025-06-28,Plyo (-agility),ickey shuffle to crossover,ickey-shuffle-to-crossover,,3 laps,,
2025-06-28,Power (lower),sprinter iso hold,sprinter-iso-hold,,3x10s,,
2025-06-28,Sprints,regular sprints,,full lap,3,,
2025-06-28,Power (lower),tb overcoming iso hold,,,3x10s,,
2025-06-29,& more + prehab,sauna,,,25min,,
2025-06-30,Core,pallof hold,pallof-hold,25lbs,2x15s,,
2025-06-30,Power (upper),lm split clean & jerk,lm-split-clean-jerk,,2x5,,
2025-06-30,Core,fowler into Faris throw,fowler-into-faris-throw,12lbs,2x10,,
2025-06-30,Power (upper),drop-explode pushups,,,2x5,,
2025-07-01,Core,kb rotational lift half kneeling,kb-rotational-lift-half-kneeling,30lbs,2x15,,
2025-07-01,Power (upper),mb back throw,,20lbs,3 laps,,
2025-07-01,& more + prehab,sl wall sit on toes,,,2x30s,,
2025-07-01,Core,reverse crunches,reverse-crunches,,2x10,,
2025-07-01,Power (upper),mb forward throw,,20lbs,3 laps,,
2025-07-01,& more + prehab,backward sled pull,,270lbs,2x2laps,,
2025-07-01,Power (upper),mb wall throw,,20lbs,3x5,,
2025-07-01,Power (upper),mb up throw,,20lbs,3x5,,
2025-07-03,Power (lower),box squat,box-squat,"245,4x235","3,4x5",,
2025-07-05,Plyo (-agility),ickey shuffle to crossover,ickey-shuffle-to-crossover,,3 laps,,
2025-07-05,Power (lower),sprinter iso hold,sprinter-iso-hold,,5x5s,,
2025-07-05,Sprints,regular sprints (0:23),,full lap,3,,
2025-07-05,& more + prehab,sl leg extension iso hold - L,,90lbs,3x5s,,
2025-07-05,& more + prehab,sl soleus raises,,35lbs,3x25*,,
2025-07-06,Anaerobic Lactic Capacity + Circuits,tabata,,,battle ropes,,
2025-07-06,& more + prehab,sauna,,,20mins,,
2025-07-07,Core,kb rotational lift half kneeling,kb-rotational-lift-half-kneeling,30lbs,2x12,,
2025-07-07,Plyo (-agility),ickey shuffle bounds,,,2 laps,,
2025-07-07,& more + prehab,sl soleus raises,,35lbs,3x25,,
2025-07-07,Core,reverse crunches,reverse-crunches,,2x12,,
2025-07-07,Plyo (-agility),triple broads,triple-broads,,2 laps,,
2025-07-07,& more + prehab,cossack squats,cossack-squats,,2x10,,
2025-07-07,Plyo (-agility),tuck jump + lateral hops + bound,tuck-jump-lateral-hops-bound,,2 laps,,
2025-07-08,Core,pallof hold,pallof-hold,25lbs,2x15s,,
2025-07-08,Power (upper),mb back throw,,20lbs,2 laps,,
2025-07-08,& more + prehab,wrist work,,10lbs,2x25,,
2025-07-08,Core,fowler into Faris throw,fowler-into-faris-throw,12lbs,2x12,,
2025-07-08,Power (upper),mb forward throw,,20lbs,2 laps,,
2025-07-08,& more + prehab,sl wall sit on toes,,,2x30s,,
2025-07-08,Power (upper),mb wall throw,,20lbs,2x5,,
2025-07-08,Power (upper),mb up throw,,20lbs,2x5,,
2025-07-09,Power (upper),drop-explode pushups,,,"5,7,8",,
2025-07-09,Power (upper),lm split clean & jerk,lm-split-clean-jerk,"0,2x10",3x5,,
2025-07-09,Power (lower),box squat,box-squat,245lbs,5x5,,
2025-07-10,Power (upper),endless rope,endless-rope,,30s,,
2025-07-10,& more + prehab,kb adductor stretch,,20lbs,3x20,,
2025-07-10,& more + prehab,scapula work,,,2x10,,
2025-07-11,Power (lower),sl bulgarian hops,sl-bulgarian-hops,,2x5,,
2025-07-11,Power (lower),trx curtsy lunge jumps,,,2x5,,
2025-07-12,Plyo (-agility),ickey shuffle to crossover,ickey-shuffle-to-crossover,,3 laps,,
2025-07-12,Power (lower),sprinter iso hold,sprinter-iso-hold,,5x5s,,
2025-07-12,Sprints,regular sprints,,lap,3,,
2025-07-12,& more + prehab,ankle bands,,blue,2x25,,
2025-07-12,& more + prehab,sl soleus raises,,40lbs,"2x20,22",,
2025-07-12,& more + prehab,wrist work,,12.5lbs,2x25,,
2025-07-13,Anaerobic Lactic Capacity + Circuits,tabata,,,endless rope,,
2025-07-13,& more + prehab,sauna,,,15mins,,
2025-07-14,Core,kb rotational lift half kneeling,kb-rotational-lift-half-kneeling,30lbs,2x15,,
2025-07-14,& more + prehab,sl soleus raises,,40lbs,2x25,,
2025-07-14,Core,reverse crunches,reverse-crunches,,"12,15",,
2025-07-14,& more + prehab,sl wall sit on toes,,,2x45s,,
2025-07-14,& more + prehab,cossack squats,cossack-squats,,2x10,,
2025-07-15,Core,pallof hold,pallof-hold,25lbs,2x15s,,
2025-07-15,Power (upper),mb back throw,,20lbs,2 laps,,
2025-07-15,& more + prehab,wrist work,,12.5lbs,"25,20",,
2025-07-15,Core,fowler into Faris throw,fowler-into-faris-throw,12lbs,2x15,,
2025-07-15,Power (upper),mb forward throw,,20lbs,2 laps,,
2025-07-15,Power (upper),mb wall throw,,20lbs,2x5,,
2025-07-15,Power (upper),mb up throw,,20lbs,2x5,,
2025-07-16,Power (upper),drop-explode pushups,,,"8,2x10",,
2025-07-16,Power (upper),lm split clean & jerk,lm-split-clean-jerk,"2x10,20",3x5,,
2025-07-16,Power (upper),endless rope,endless-rope,,3x30s,,
2025-07-18,Power (lower),sl bulgarian hops,sl-bulgarian-hops,,2x5,,
2025-07-20,Anaerobic Lactic Capacity + Circuits,40:20 strides,,,4x,,
2025-07-20,Plyo (-agility),ickey shuffle to crossover,ickey-shuffle-to-crossover,,3 laps,,
2025-07-20,Power (lower),sprinter iso hold,sprinter-iso-hold,,3x5s,,
2025-07-20,& more + prehab,sl standing calf raises,,50lbs,2x22,,
2025-07-21,Core,lm anti rotation,lm-anti-rotation,,2x10,,
2025-07-21,Plyo (-agility),in and out shuffles,in-and-out-shuffles,,2 laps,,
2025-07-21,& more + prehab,sl wall sit on toes,,,45s,,
2025-07-21,Core,reverse crunches,reverse-crunches,,2x15,,
2025-07-21,Plyo (-agility),ickey shuffle bounds,,,2 laps,,
2025-07-21,& more + prehab,sl soleus raises,,45lbs,"22,20*",,
2025-07-21,Plyo (-agility),depth drop split box jumps,,12in,2x10,,
2025-07-21,& more + prehab,cossack squats,cossack-squats,,"10,12",,
2025-07-21,Plyo (-agility),triple broads,triple-broads,,3 laps,,
2025-07-22,Core,pallof hold,pallof-hold,30lbs,"10s,15s",,
2025-07-22,& more + prehab,rotator cuff work,,5lbs,2x20,,
2025-07-22,Core,fowler into Faris throw,fowler-into-faris-throw,15lbs,"8,10",,
2025-07-22,Power (upper),mb back throw,,20lbs,2 laps,,
2025-07-22,& more + prehab,sled pulls,,270lbs,2x2,,
2025-07-22,Power (upper),mb forward throw,,20lbs,2 laps,,
2025-07-22,& more + prehab,wrist work,,12.5lbs,2x25*,,
2025-07-22,Power (upper),mb wall throw,,20lbs,2x5,,
2025-07-22,Power (upper),mb up throw,,20lbs,2x5,,
2025-07-23,Power (upper),drop-explode pushups,,,3x10,,
2025-07-23,Power (upper),lm split clean & jerk,lm-split-clean-jerk,20lbs,3x5,,
2025-07-24,& more + prehab,kb adductor stretch,,20lbs,2x25,,
2025-07-24,& more + prehab,scapula work,,,2x12,,
2025-07-25,Anaerobic Lactic Capacity + Circuits,tabata,,,battle ropes,,
2025-07-25,Power (lower),tb deadlift,,"245,3x265lbs",4x5,,
2025-07-26,Plyo (-agility),ickey shuffle to crossover,ickey-shuffle-to-crossover,,3 laps,,
2025-07-26,Power (lower),sprinter iso hold,sprinter-iso-hold,,5x5s,,
2025-07-26,& more + prehab,sl standing calf raises,,50lbs,2x25*,,
2025-07-28,Core,reverse crunches,reverse-crunches,,2x15,,
2025-07-28,Plyo (-agility),in and out shuffles,in-and-out-shuffles,,2 laps,,
2025-07-28,& more + prehab,sl standing calf raises,,50lbs,2x20,,
2025-07-28,Core,lm anti rotation,lm-anti-rotation,,2x15,,
2025-07-28,Plyo (-agility),ickey shuffle bounds,,,2 laps,,
2025-07-28,& more + prehab,sl soleus raises,,45lbs,2x25*,,
2025-07-28,Plyo (-agility),depth drop split box jumps,,12in,2x12,,
2025-07-28,& more + prehab,cossack squats,cossack-squats,,10,,
2025-07-28,Plyo (-agility),triple broads,triple-broads,,2 laps,,
2025-07-29,Core,pallof hold,pallof-hold,30lbs,2x15s,,
2025-07-29,Power (upper),mb back throw,,20lbs,2x2laps,,
2025-07-29,& more + prehab,rotator cuff work,,,2x15,,
2025-07-29,Power (upper),mb forward throw,,20lbs,2x2laps,,
2025-07-29,Power (upper),mb wall throw,,20lbs,2x5,,
2025-07-29,Power (upper),mb up throw,,20lbs,2x5,,
2025-07-31,Anaerobic Lactic Capacity + Circuits,40:20 strides,,,4x,,
2025-07-31,Power (lower),pendlay row,pendlay-row,110lbs,5x5,,
2025-07-31,& more + prehab,kb adductor stretch,,20lbs,2x20,,
2025-08-01,Anaerobic Lactic Capacity + Circuits,tabata,,360lbs,sled,,
2025-08-01,Power (lower),box squat,box-squat,"165,4x185lbs","10,4x5",,
2025-08-02,Anaerobic Lactic Capacity + Circuits,tabata,,30lbs,front loaded sandbag pickup to press,,
2025-08-02,Plyo (-agility),ickey shuffle to crossover,ickey-shuffle-to-crossover,,3 laps,,
2025-08-02,& more + prehab,sl standing calf raises,,50lbs,3x25*,,
2025-08-04,Anaerobic Lactic Capacity + Circuits,circuit: mb wall slam,,16lbs,3x10 (each),,
2025-08-04,Core,reverse crunches,reverse-crunches,,"15,20",,
2025-08-04,& more + prehab,sl standing calf raises,,50lbs,25,,
2025-08-04,Anaerobic Lactic Capacity + Circuits,circuit: front loaded sandbag pickup to press,,30lbs,3x20,,
2025-08-04,Core,lm anti rotation,lm-anti-rotation,10lbs,2x10,,
2025-08-04,& more + prehab,sl soleus raises,,45lbs,2x25,,
2025-08-04,Anaerobic Lactic Capacity + Circuits,circuit: burpees,,,3x10,,
2025-08-04,& more + prehab,sl wall sit on toes,,,"30s,60s",,
2025-08-04,Anaerobic Lactic Capacity + Circuits,circuit: battle ropes,,,3x30s,,
2025-08-04,& more + prehab,cossack squats,cossack-squats,,2x12,,
2025-08-05,Core,pallof hold,pallof-hold,35lbs,2x10s,,
2025-08-05,& more + prehab,shoulder work,,5lbs,"15,20",,
2025-08-05,Core,fowler into Faris throw,fowler-into-faris-throw,15lbs,2x10,,
2025-08-05,& more + prehab,wrist work,,12.5lbs,2x25,,
2025-08-05,& more + prehab,sled pulls,,270lbs,2x2laps,,
2025-08-06,Power (upper),drop-explode pushups,,,3x12,,
2025-08-07,Anaerobic Lactic Capacity + Circuits,tabata,,35lbs,front loaded sandbag pickup to press,,
2025-08-08,& more + prehab,shoulder work,,5lbs,2x15,,
2025-08-08,& more + prehab,wrist work,,12.5lbs,2x25,,
